Customer ID,Phone Service,Multiple Lines,Internet Type,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Revenue,Customer Status,Churn Category,Churn Reason
8329-GWVPJ,Yes,No,Fiber Optic,Bank Withdrawal,69.75,3557.7,0.0,4068.2,Stayed,,
2254-DLXRI,Yes,Yes,Fiber Optic,Credit Card,79.15,79.15,0.0,157.15,Joined,,
5392-AKEMH,Yes,No,DSL,Bank Withdrawal,45.05,523.1,0.0,897.74,Stayed,,
7541-YLXCL,Yes,No,Cable,Credit Card,65.4,2498.4,0.0,3452.76,Churned,Other,Don't know
7684-XSZIY,Yes,Yes,,Bank Withdrawal,24.3,1643.25,0.0,3113.49,Stayed,,
5453-YBTWV,Yes,No,Fiber Optic,Credit Card,101.1,6994.8,0.0,10471.7,Stayed,,
9167-APMXZ,Yes,Yes,Fiber Optic,Bank Withdrawal,84.15,1821.95,0.0,2304.35,Stayed,,
8245-UMPYT,Yes,Yes,Fiber Optic,Bank Withdrawal,96.4,1581.2,47.2,2047.76,Churned,Dissatisfaction,Poor expertise of phone support
4929-BSTRX,Yes,No,Cable,Credit Card,53.55,53.55,0.0,55.14,Churned,Price,Lack of affordable download/upload speed
9625-QSTYE,Yes,No,Fiber Optic,Bank Withdrawal,81.15,952.3,0.0,1002.22,Churned,Competitor,Competitor had better devices
0347-UBKUZ,Yes,No,,Mailed Check,19.9,320.45,0.0,361.55,Stayed,,
0743-HRVFF,No,,DSL,Bank Withdrawal,56.15,2898.95,0.0,2898.95,Stayed,,
3877-JRJIP,Yes,Yes,Cable,Bank Withdrawal,59.85,59.85,0.0,81.9,Churned,Attitude,Attitude of support person
6572-ADKRS,Yes,No,Fiber Optic,Credit Card,74.8,3548.3,0.0,5500.54,Stayed,,
1716-LSAMB,Yes,No,Cable,Bank Withdrawal,54.65,2553.7,0.0,4588.15,Stayed,,
1766-GKNMI,Yes,Yes,Fiber Optic,Bank Withdrawal,84.9,2516.2,47.04,2744.37,Stayed,,
0027-KWYKW,Yes,Yes,Fiber Optic,Bank Withdrawal,83.75,1849.95,0.0,2652.88,Stayed,,
9436-ZBZCT,Yes,Yes,Cable,Bank Withdrawal,89.95,1178.4,0.0,1579.5,Churned,Attitude,Attitude of support person
7319-ZNRTR,Yes,No,,Bank Withdrawal,19.6,411.15,0.0,805.15,Stayed,,
0307-BCOPK,Yes,No,,Credit Card,19.05,326.65,0.0,990.81,Stayed,,
2239-CFOUJ,Yes,No,,Credit Card,20.4,20.4,0.0,47.9,Joined,,
5522-JBWMO,Yes,No,DSL,Bank Withdrawal,44.0,44.0,0.0,59.66,Joined,,
9330-VOFSZ,Yes,Yes,Fiber Optic,Credit Card,110.8,6640.7,9.79,8444.71,Stayed,,
4430-UZIPO,No,,DSL,Mailed Check,36.85,108.7,0.0,108.7,Churned,Competitor,Competitor made better offer
6854-EXGSF,Yes,Yes,DSL,Bank Withdrawal,65.5,573.15,0.0,642.99,Stayed,,
7908-QCBCA,Yes,No,Fiber Optic,Mailed Check,69.4,69.4,0.0,112.86,Churned,Competitor,Competitor had better devices
4213-HKBJO,Yes,Yes,,Credit Card,25.7,826.1,0.0,2030.6,Stayed,,
4558-FANTW,Yes,No,Fiber Optic,Bank Withdrawal,91.85,1574.45,0.0,2287.6,Churned,Price,Lack of affordable download/upload speed
6620-JDYNW,Yes,Yes,DSL,Credit Card,60.6,1156.35,0.0,1353.81,Stayed,,
8740-XLHDR,No,,Cable,Mailed Check,43.25,219.0,0.0,219.0,Churned,Dissatisfaction,Network reliability
3327-YBAKM,Yes,No,Fiber Optic,Credit Card,96.9,6314.35,13.37,7531.06,Stayed,,
7789-CRUVC,Yes,Yes,Fiber Optic,Credit Card,94.2,5895.45,0.0,7954.2,Stayed,,
2754-SDJRD,Yes,Yes,Fiber Optic,Credit Card,-8.0,908.55,0.0,1227.43,Stayed,,
6745-JEFZB,Yes,Yes,Fiber Optic,Credit Card,91.5,3236.35,40.79,4120.31,Stayed,,
6252-DFGTK,Yes,Yes,DSL,Credit Card,68.1,2479.25,0.0,3602.57,Stayed,,
2388-LAESQ,Yes,Yes,Fiber Optic,Bank Withdrawal,114.85,8317.95,0.0,10385.79,Stayed,,
7077-XJMET,Yes,No,DSL,Bank Withdrawal,74.15,741.4,0.0,1334.08,Stayed,,
1159-WFSGR,Yes,No,,Bank Withdrawal,20.4,321.4,0.0,1050.04,Stayed,,
4883-QICIH,Yes,No,Fiber Optic,Bank Withdrawal,69.75,2347.9,19.67,2519.91,Churned,Other,Don't know
9874-QLCLH,Yes,Yes,Fiber Optic,Bank Withdrawal,104.2,1743.5,0.0,1826.97,Churned,Competitor,Competitor offered more data
0750-EKNGL,Yes,No,,Mailed Check,20.75,141.1,0.0,471.43,Stayed,,
9646-NMHXE,Yes,No,,Credit Card,19.65,973.1,0.0,1280.48,Stayed,,
6242-MBHPK,Yes,No,Fiber Optic,Bank Withdrawal,95.1,2326.05,0.0,3289.29,Stayed,,
5539-HIVAK,Yes,Yes,,Mailed Check,25.7,734.6,0.0,1450.56,Stayed,,
8914-RBTSB,Yes,Yes,Fiber Optic,Bank Withdrawal,93.8,3019.5,0.0,3135.22,Churned,Other,Don't know
0384-RVBPI,Yes,No,DSL,Credit Card,64.4,1398.6,0.0,1650.6,Stayed,,
1696-MZVAU,No,,DSL,Credit Card,25.25,947.75,0.0,947.75,Stayed,,
8065-BVEPF,Yes,No,Fiber Optic,Bank Withdrawal,99.1,6496.15,0.0,7681.1,Stayed,,
2361-UPSND,Yes,No,DSL,Credit Card,70.6,3231.05,0.0,5289.55,Stayed,,
5840-NVDCG,Yes,No,Cable,Bank Withdrawal,68.25,1114.85,0.0,1436.77,Stayed,,
3070-BDOQC,Yes,No,Fiber Optic,Bank Withdrawal,99.65,5941.05,0.0,6949.65,Stayed,,
5206-XZZQI,Yes,No,Fiber Optic,Credit Card,80.6,4348.1,39.45,7006.78,Stayed,,
1104-TNLZA,Yes,Yes,Fiber Optic,Bank Withdrawal,105.8,2998.0,0.0,3679.8,Stayed,,
2468-SJFLM,Yes,No,Fiber Optic,Mailed Check,74.3,74.3,0.0,113.85,Joined,,
1573-LGXBA,Yes,No,Fiber Optic,Credit Card,97.55,5598.0,0.0,5836.26,Stayed,,
9385-NXKDA,Yes,Yes,DSL,Credit Card,82.65,5919.35,0.0,7163.51,Stayed,,
9959-WOFKT,Yes,Yes,Fiber Optic,Bank Withdrawal,106.7,7382.25,0.0,8423.82,Stayed,,
6616-AALSR,Yes,Yes,Fiber Optic,Credit Card,104.3,6725.3,0.0,7651.35,Stayed,,
0916-QOFDP,Yes,Yes,Fiber Optic,Bank Withdrawal,95.8,1346.3,0.0,1547.76,Stayed,,
4933-BSAIP,Yes,No,,Credit Card,19.1,780.1,45.6,1989.3,Stayed,,
3128-YOVTD,Yes,No,Fiber Optic,Bank Withdrawal,79.15,4018.55,0.0,4147.58,Stayed,,
0083-PIVIK,Yes,Yes,DSL,Bank Withdrawal,81.25,5567.55,0.0,5958.91,Stayed,,
6447-EGDIV,Yes,No,,Mailed Check,20.95,683.25,0.0,1668.74,Stayed,,
6614-VBEGU,Yes,No,DSL,Bank Withdrawal,69.45,1614.05,0.0,2671.49,Stayed,,
9953-ZMKSM,Yes,Yes,,Mailed Check,25.25,1559.3,0.0,1811.93,Stayed,,
1095-WGNGG,Yes,Yes,Fiber Optic,Bank Withdrawal,101.05,5971.25,0.0,7038.14,Stayed,,
8443-ZRDBZ,Yes,Yes,Fiber Optic,Bank Withdrawal,76.05,318.9,0.0,488.66,Churned,Price,Long distance charges
0379-DJQHR,Yes,No,DSL,Credit Card,81.35,5398.6,0.0,8430.35,Stayed,,
2428-HYUNX,Yes,No,,Credit Card,19.35,847.25,0.0,930.41,Stayed,,
3407-JMJQQ,Yes,Yes,Fiber Optic,Bank Withdrawal,109.0,7661.8,0.0,7942.44,Stayed,,
9261-WDCAF,Yes,No,DSL,Mailed Check,-5.0,189.1,0.0,289.69,Joined,,
5351-QESIO,No,,Cable,Mailed Check,24.2,24.2,0.0,24.2,Joined,,
6617-WLBQC,Yes,Yes,Fiber Optic,Credit Card,81.85,1810.85,0.0,1941.95,Stayed,,
6128-AQBMT,No,,Cable,Bank Withdrawal,53.95,2215.4,0.0,2215.4,Stayed,,
7943-RQCHR,Yes,Yes,Fiber Optic,Bank Withdrawal,94.75,889.9,0.0,1010.53,Churned,Competitor,Competitor offered more data
6848-HJTXY,Yes,No,,Credit Card,19.45,1208.6,0.0,2487.32,Stayed,,
6365-HITVU,Yes,No,Cable,Credit Card,87.25,6328.7,0.0,9742.38,Stayed,,
7301-ABVAD,Yes,Yes,Cable,Bank Withdrawal,86.6,6350.5,0.0,6947.38,Stayed,,
7198-GLXTC,Yes,No,Fiber Optic,Bank Withdrawal,79.0,143.65,0.0,240.97,Churned,Attitude,Attitude of support person
6953-PBDIN,Yes,Yes,DSL,Bank Withdrawal,72.95,5265.55,0.0,8026.15,Stayed,,
9888-ZCUMM,No,,DSL,Bank Withdrawal,60.05,3845.45,0.0,3845.45,Stayed,,
8421-WZOOW,Yes,No,Fiber Optic,Credit Card,95.3,5567.45,0.0,7177.7,Stayed,,
5195-KPUNQ,Yes,No,Fiber Optic,Credit Card,96.75,5206.55,0.0,7039.29,Stayed,,
5158-RIVOP,Yes,No,,Credit Card,20.9,202.3,0.0,230.02,Stayed,,
5630-IXDXV,Yes,Yes,Fiber Optic,Bank Withdrawal,106.35,4849.1,0.0,5532.48,Stayed,,
9648-BCHKM,Yes,Yes,,Credit Card,24.65,471.35,0.0,1257.77,Stayed,,
7594-RQHXR,Yes,No,Fiber Optic,Bank Withdrawal,79.6,79.6,0.0,101.32,Churned,Other,Deceased
7841-TZDMQ,Yes,No,DSL,Credit Card,-7.0,84.5,0.0,184.12,Churned,Other,Don't know
2719-BDAQO,Yes,No,Fiber Optic,Bank Withdrawal,93.85,1625.65,0.0,1702.32,Churned,Price,Price too high
1925-GMVBW,Yes,No,,Credit Card,20.55,96.1,0.0,218.75,Stayed,,
3518-FSTWG,Yes,Yes,Fiber Optic,Bank Withdrawal,109.55,7920.7,0.0,9195.82,Stayed,,
7989-AWGEH,No,,DSL,Bank Withdrawal,39.2,1838.15,0.0,1838.15,Stayed,,
4422-QVIJA,Yes,Yes,DSL,Mailed Check,50.15,1655.35,0.0,3144.05,Stayed,,
2357-COQEK,Yes,Yes,Fiber Optic,Bank Withdrawal,103.3,2890.65,0.0,3678.57,Churned,Competitor,Competitor made better offer
9552-TGUZV,Yes,No,Fiber Optic,Credit Card,75.0,658.1,0.0,823.46,Stayed,,
2135-RXIHG,Yes,No,Cable,Bank Withdrawal,45.65,45.65,0.0,59.77,Churned,Competitor,Competitor had better devices
6261-LHRTG,Yes,No,Cable,Credit Card,54.75,1406.9,0.0,2442.74,Stayed,,
0516-QREYC,Yes,No,,Credit Card,20.3,459.95,0.0,901.31,Stayed,,
1047-NNCBF,Yes,No,Fiber Optic,Credit Card,70.55,1493.55,17.6,1551.95,Stayed,,
5227-JSCFE,No,,DSL,Credit Card,46.35,3353.4,18.64,3334.76,Stayed,,
5384-ZTTWP,Yes,No,,Mailed Check,19.8,272.95,18.55,515.85,Stayed,,
9904-EHEVJ,Yes,Yes,Fiber Optic,Credit Card,91.35,2896.55,26.98,3052.93,Stayed,,
2904-GGUAZ,Yes,Yes,Fiber Optic,Bank Withdrawal,84.05,6052.25,0.0,7215.05,Stayed,,
2521-NPUZR,Yes,No,Fiber Optic,Credit Card,101.0,7085.5,0.0,9959.0,Stayed,,
3016-KSVCP,No,,DSL,Credit Card,33.75,1009.25,0.0,1009.25,Stayed,,
9114-VEPUF,Yes,Yes,Fiber Optic,Bank Withdrawal,96.1,6001.45,0.0,7893.07,Stayed,,
1196-AMORA,Yes,Yes,Fiber Optic,Bank Withdrawal,73.6,520.0,0.0,786.49,Churned,Competitor,Competitor offered more data
5879-SESNB,Yes,Yes,Fiber Optic,Bank Withdrawal,75.25,888.65,0.0,1260.34,Stayed,,
3422-GALYP,Yes,Yes,Fiber Optic,Bank Withdrawal,79.45,145.15,0.0,202.37,Joined,,
1658-BYGOY,Yes,Yes,Fiber Optic,Bank Withdrawal,95.45,1752.55,45.61,1910.88,Churned,Competitor,Competitor made better offer
2545-LXYVJ,Yes,No,,Bank Withdrawal,20.7,1492.1,0.0,3055.94,Stayed,,
1866-DIOQZ,No,,Cable,Bank Withdrawal,66.8,4689.15,0.0,4689.15,Stayed,,
8033-ATFAS,Yes,No,Cable,Credit Card,59.85,2341.5,0.0,4218.96,Stayed,,
5393-HJZSM,Yes,No,Cable,Bank Withdrawal,76.3,2404.15,0.0,3441.91,Stayed,,
7140-ADSMJ,Yes,No,,Credit Card,20.45,162.3,0.0,443.98,Stayed,,
5937-EORGB,Yes,Yes,Fiber Optic,Bank Withdrawal,96.5,1392.25,0.0,1734.7,Stayed,,
0708-LGSMF,Yes,Yes,DSL,Bank Withdrawal,65.85,902.25,0.0,1088.41,Stayed,,
1092-GANHU,Yes,No,Fiber Optic,Bank Withdrawal,76.65,1313.55,0.0,1833.92,Churned,Competitor,Competitor offered more data
7394-LWLYN,Yes,No,Fiber Optic,Bank Withdrawal,70.15,123.8,0.0,191.3,Joined,,
7115-IRDHS,Yes,Yes,,Bank Withdrawal,24.65,1830.05,0.0,3588.29,Stayed,,
4803-LBYPN,Yes,No,,Credit Card,20.8,635.9,46.07,2104.19,Stayed,,
5271-DBYSJ,Yes,No,Fiber Optic,Credit Card,79.15,827.7,0.0,1262.94,Stayed,,
9398-MMQTO,Yes,No,Fiber Optic,Credit Card,74.45,221.1,0.0,395.5,Joined,,
1929-ZCBHE,No,,DSL,Bank Withdrawal,40.3,1794.8,0.0,1794.8,Stayed,,
8922-NPKBJ,Yes,No,,Mailed Check,19.35,867.3,0.0,2309.16,Stayed,,
8169-SAEJD,No,,DSL,Credit Card,56.55,3952.65,0.0,3992.65,Stayed,,
7802-EFKNY,No,,DSL,Bank Withdrawal,24.95,100.4,0.0,100.4,Churned,Competitor,Competitor had better devices
3764-MNMOI,Yes,No,,Credit Card,19.2,908.15,0.0,2333.69,Stayed,,
2000-DHJUY,Yes,Yes,DSL,Bank Withdrawal,92.2,6474.45,0.0,7781.35,Stayed,,
4059-IIEBK,Yes,Yes,Fiber Optic,Bank Withdrawal,78.55,522.95,47.19,761.08,Stayed,,
9139-TWBAS,No,,Cable,Bank Withdrawal,47.85,1190.5,0.0,1270.5,Stayed,,
2720-WGKHP,Yes,Yes,Fiber Optic,Bank Withdrawal,94.0,181.7,0.0,223.68,Churned,Other,Don't know
5062-CJJKH,Yes,No,DSL,Credit Card,53.65,1355.45,0.0,2259.7,Stayed,,
7758-UJWYS,No,,DSL,Bank Withdrawal,40.55,1325.85,0.0,1325.85,Stayed,,
3441-CGZJH,No,,DSL,Credit Card,60.4,2640.55,0.0,2740.55,Stayed,,
2267-FPIMA,Yes,Yes,Fiber Optic,Credit Card,94.4,4914.9,0.0,5793.9,Stayed,,
3345-PBBFH,Yes,No,DSL,Bank Withdrawal,49.55,393.45,0.0,412.49,Stayed,,
0402-CQAJN,Yes,Yes,Fiber Optic,Bank Withdrawal,101.9,3545.35,0.0,4434.83,Churned,Dissatisfaction,Lack of self-service on Website
2873-ZLIWT,Yes,Yes,Fiber Optic,Bank Withdrawal,84.85,3303.05,0.0,3384.25,Churned,Competitor,Competitor made better offer
7277-KAMWT,Yes,No,,Credit Card,20.0,268.45,0.0,289.38,Stayed,,
3521-HTQTV,Yes,Yes,,Bank Withdrawal,26.1,980.35,0.0,1676.33,Stayed,,
2200-DSAAL,Yes,Yes,DSL,Bank Withdrawal,80.65,5330.2,0.0,6800.6,Stayed,,
7191-ADRGF,No,,Cable,Bank Withdrawal,54.3,2390.45,0.0,2390.45,Stayed,,
6838-HVLXG,Yes,No,,Mailed Check,20.3,246.7,0.0,634.54,Stayed,,
0708-SJDIS,Yes,Yes,Cable,Credit Card,65.0,2157.5,0.0,3697.02,Stayed,,
6198-RTPMF,Yes,Yes,Fiber Optic,Bank Withdrawal,92.6,1579.7,0.0,1736.44,Stayed,,
2292-XQWSV,No,,DSL,Credit Card,60.3,2448.5,0.0,2448.5,Stayed,,
0997-YTLNY,Yes,No,Cable,Credit Card,48.8,953.65,0.0,1030.22,Stayed,,
1403-LKLIK,Yes,No,,Credit Card,20.1,579.4,0.0,1516.6,Stayed,,
6377-KSLXC,Yes,No,,Credit Card,19.95,107.05,0.0,227.85,Stayed,,
3170-GWYKC,Yes,No,Fiber Optic,Bank Withdrawal,104.95,6236.75,0.0,7609.55,Stayed,,
6518-PPLMZ,Yes,No,,Credit Card,19.4,1110.35,0.0,2452.31,Stayed,,
1452-UZOSF,Yes,Yes,Fiber Optic,Credit Card,106.1,7548.6,23.39,8040.73,Stayed,,
5018-LXQQG,Yes,No,DSL,Bank Withdrawal,66.3,1923.5,0.0,2417.9,Stayed,,
8755-IWJHN,Yes,Yes,Fiber Optic,Bank Withdrawal,95.35,6382.0,0.0,9825.79,Stayed,,
1217-VASWC,Yes,No,Fiber Optic,Bank Withdrawal,100.55,4304.0,0.0,5898.87,Stayed,,
8766-PAFNE,Yes,No,DSL,Credit Card,79.1,5564.85,0.0,7554.27,Stayed,,
2215-ZAFGX,Yes,Yes,Fiber Optic,Bank Withdrawal,85.5,791.7,0.0,895.2,Stayed,,
2379-ENZGV,Yes,No,Fiber Optic,Bank Withdrawal,84.85,523.5,0.0,759.42,Churned,Competitor,Competitor made better offer
8882-TLVRW,No,,DSL,Credit Card,39.1,2779.5,0.0,2779.5,Stayed,,
1298-PHBTI,Yes,Yes,Fiber Optic,Bank Withdrawal,84.8,6152.4,0.0,8542.97,Stayed,,
2868-LLSKM,Yes,Yes,Fiber Optic,Bank Withdrawal,83.65,5733.4,46.99,6770.33,Stayed,,
7876-AEHIG,No,,DSL,Bank Withdrawal,60.15,3077.0,0.0,3077.0,Stayed,,
8461-EFQYM,Yes,Yes,,Bank Withdrawal,24.25,914.4,35.61,2633.63,Stayed,,
3190-ITQXP,Yes,No,,Bank Withdrawal,20.25,890.35,0.0,2162.25,Stayed,,
3214-IYUUQ,Yes,No,Fiber Optic,Bank Withdrawal,93.7,5860.7,0.0,6483.51,Stayed,,
4132-KALRO,Yes,Yes,Fiber Optic,Credit Card,100.85,399.25,0.0,441.01,Stayed,,
0496-AHOOK,Yes,No,Cable,Bank Withdrawal,74.4,1712.9,0.0,2501.54,Stayed,,
8806-EAGWC,Yes,No,DSL,Credit Card,55.15,159.15,0.0,227.46,Churned,Dissatisfaction,Network reliability
3055-OYMSE,Yes,No,Fiber Optic,Credit Card,73.8,4003.85,0.0,4891.07,Stayed,,
3597-MVHJT,Yes,Yes,Fiber Optic,Bank Withdrawal,95.6,2595.25,0.0,3544.84,Stayed,,
2691-NZETQ,Yes,Yes,Fiber Optic,Bank Withdrawal,85.35,758.6,0.0,1200.86,Churned,Competitor,Competitor offered higher download speeds
3970-XGJDU,Yes,No,,Credit Card,19.2,1123.65,0.0,2613.51,Stayed,,
0428-AXXLJ,Yes,No,,Bank Withdrawal,19.5,516.3,0.0,605.8,Stayed,,
2528-HFYZX,Yes,No,Fiber Optic,Bank Withdrawal,76.45,1233.4,0.0,1251.25,Churned,Competitor,Competitor had better devices
5730-RIITO,No,,DSL,Credit Card,33.45,1500.25,0.0,1540.25,Stayed,,
6897-UUBNU,Yes,No,Fiber Optic,Credit Card,89.65,2623.65,0.0,3008.33,Stayed,,
4568-KNYWR,Yes,No,Cable,Credit Card,63.25,3342.45,0.0,5876.93,Stayed,,
4860-IJUDE,Yes,No,Fiber Optic,Credit Card,73.75,956.65,0.0,1347.43,Stayed,,
8630-FJLIB,Yes,No,Fiber Optic,Bank Withdrawal,69.8,1221.65,0.0,1835.81,Stayed,,
3692-JHONH,Yes,Yes,Fiber Optic,Bank Withdrawal,106.5,5621.85,0.0,7154.33,Stayed,,
3274-NSDWE,Yes,No,,Credit Card,19.6,1441.65,0.0,3684.97,Stayed,,
3230-JCNZS,Yes,Yes,Fiber Optic,Credit Card,99.0,7061.65,0.0,8178.48,Stayed,,
3633-CDBUW,Yes,No,DSL,Bank Withdrawal,80.85,1445.95,0.0,2276.59,Stayed,,
7404-JLKQG,Yes,No,Cable,Bank Withdrawal,57.55,161.45,0.0,306.35,Joined,,
8338-QIUNR,Yes,Yes,DSL,Credit Card,66.5,4811.6,45.61,5204.47,Stayed,,
5285-MVEHD,Yes,No,Fiber Optic,Credit Card,105.6,6068.65,0.0,7978.25,Stayed,,
0013-EXCHZ,Yes,No,Fiber Optic,Credit Card,83.9,267.4,0.0,289.54,Churned,Dissatisfaction,Network reliability
8499-BRXTD,Yes,No,,Credit Card,20.1,401.85,0.0,1098.99,Stayed,,
0739-UUAJR,No,,Cable,Credit Card,53.8,3952.45,0.0,3952.45,Stayed,,
6941-PMGEP,Yes,No,Fiber Optic,Bank Withdrawal,80.0,412.5,40.0,602.45,Churned,Competitor,Competitor made better offer
3389-KTRXV,Yes,Yes,,Credit Card,23.85,625.65,0.0,789.18,Stayed,,
8095-WANWK,Yes,No,DSL,Credit Card,45.25,428.7,44.9,419.3,Stayed,,
4277-BWBML,Yes,No,,Bank Withdrawal,19.95,1322.85,0.0,1937.01,Stayed,,
1360-XFJMR,Yes,Yes,Fiber Optic,Credit Card,109.7,7344.45,0.0,8531.69,Stayed,,
0953-LGOVU,No,,DSL,Mailed Check,35.5,432.25,0.0,432.25,Stayed,,
6629-CZTTH,Yes,No,Cable,Credit Card,55.7,55.7,0.0,103.92,Churned,Dissatisfaction,Product dissatisfaction
9081-WWXKP,Yes,No,,Credit Card,20.25,873.4,0.0,2628.85,Stayed,,
0565-JUPYD,Yes,Yes,Fiber Optic,Credit Card,104.5,6590.8,0.0,7942.15,Stayed,,
1897-OKVMW,Yes,Yes,DSL,Mailed Check,90.6,5817.45,0.0,8185.45,Stayed,,
3678-MNGZX,Yes,No,,Bank Withdrawal,19.95,1377.7,28.98,3789.24,Stayed,,
7564-GHCVB,Yes,Yes,Fiber Optic,Bank Withdrawal,79.05,5730.7,0.0,6335.58,Stayed,,
9365-SRSZE,Yes,No,Fiber Optic,Bank Withdrawal,70.55,1943.9,29.99,2737.14,Stayed,,
0666-UXTJO,Yes,No,Fiber Optic,Credit Card,85.2,2874.45,0.0,3882.89,Stayed,,
7013-PSXHK,Yes,Yes,DSL,Credit Card,80.75,3208.65,0.0,4561.85,Stayed,,
8739-WWKDU,Yes,Yes,Fiber Optic,Bank Withdrawal,89.5,2196.15,0.0,2657.65,Churned,Competitor,Competitor had better devices
1571-SAVHK,Yes,Yes,Fiber Optic,Credit Card,99.95,1132.75,0.0,1590.67,Churned,Competitor,Competitor had better devices
1385-TQOZW,Yes,No,,Credit Card,20.45,147.55,0.0,561.46,Stayed,,
2250-IVBWA,Yes,No,Fiber Optic,Bank Withdrawal,81.05,5135.35,0.0,8302.71,Stayed,,
8364-TRMMK,Yes,Yes,Cable,Mailed Check,50.65,151.3,0.0,218.98,Churned,Dissatisfaction,Lack of self-service on Website
6393-WRYZE,Yes,Yes,Fiber Optic,Bank Withdrawal,97.65,3207.55,0.0,4680.77,Churned,Other,Don't know
5976-JCJRH,Yes,No,Fiber Optic,Bank Withdrawal,70.3,738.2,0.0,1055.4,Churned,Dissatisfaction,Limited range of services
5322-TEUJK,Yes,Yes,Fiber Optic,Bank Withdrawal,114.6,8100.25,0.0,8448.86,Stayed,,
7758-XKCBS,No,,DSL,Bank Withdrawal,29.7,438.25,0.0,528.25,Churned,Competitor,Competitor offered more data
8966-KZXXA,Yes,Yes,,Credit Card,25.1,930.95,0.0,2183.39,Stayed,,
0581-BXBUB,Yes,No,Fiber Optic,Bank Withdrawal,72.75,317.75,0.0,460.43,Stayed,,
3587-PMCOY,Yes,No,Fiber Optic,Bank Withdrawal,98.9,1064.95,0.0,1528.25,Stayed,,
1564-NTYXF,Yes,Yes,Fiber Optic,Bank Withdrawal,82.0,1127.2,0.0,1185.05,Churned,Attitude,Attitude of support person
9501-UKKNL,No,,DSL,Bank Withdrawal,51.7,3005.8,0.0,3005.8,Stayed,,
1792-UXAFY,Yes,No,Fiber Optic,Bank Withdrawal,89.15,1496.9,0.0,2013.19,Churned,Dissatisfaction,Service dissatisfaction
5624-BQSSA,Yes,No,,Credit Card,20.95,20.95,0.0,61.43,Churned,Price,Long distance charges
1353-LJWEM,Yes,No,DSL,Bank Withdrawal,-10.0,688.5,49.24,955.62,Stayed,,
7074-IEVOJ,Yes,Yes,Fiber Optic,Bank Withdrawal,79.4,205.05,0.0,330.75,Churned,Dissatisfaction,Product dissatisfaction
3312-UUMZW,Yes,Yes,Fiber Optic,Credit Card,98.85,3145.9,0.0,4678.38,Stayed,,
0673-IGUQO,Yes,No,,Credit Card,20.45,20.45,0.0,50.54,Joined,,
7718-RXDGG,Yes,No,Fiber Optic,Bank Withdrawal,68.6,1108.6,0.0,1561.15,Stayed,,
3948-KXDUF,Yes,Yes,Cable,Bank Withdrawal,68.75,4447.55,0.0,5801.87,Stayed,,
8413-YNHNV,Yes,Yes,DSL,Credit Card,90.65,6322.1,0.0,9594.77,Stayed,,
0147-ESWWR,Yes,Yes,Fiber Optic,Bank Withdrawal,101.25,3949.15,0.0,4735.0,Stayed,,
0930-EHUZA,Yes,No,Cable,Credit Card,76.35,2606.35,0.0,4221.67,Stayed,,
9885-MFVSU,No,,DSL,Credit Card,46.35,1662.05,0.0,1802.05,Stayed,,
0434-CSFON,Yes,Yes,Fiber Optic,Bank Withdrawal,100.5,4707.1,0.0,6500.15,Stayed,,
2495-KZNFB,Yes,Yes,Fiber Optic,Bank Withdrawal,90.65,2989.6,0.0,3542.68,Stayed,,
0100-DUVFC,Yes,Yes,Fiber Optic,Bank Withdrawal,104.8,7308.95,6.11,10067.14,Stayed,,
4531-AUZNK,Yes,Yes,Fiber Optic,Mailed Check,95.15,5000.05,0.0,5939.47,Stayed,,
0376-OIWME,Yes,No,Fiber Optic,Bank Withdrawal,93.6,3366.05,16.56,4837.37,Stayed,,
6040-CGACY,Yes,No,,Credit Card,19.6,299.4,0.0,897.45,Stayed,,
8608-OZTLB,Yes,No,DSL,Bank Withdrawal,74.05,2802.3,0.0,3997.4,Stayed,,
9728-FTTVZ,Yes,No,Fiber Optic,Bank Withdrawal,69.2,69.2,0.0,92.92,Churned,Dissatisfaction,Lack of self-service on Website
0048-PIHNL,Yes,No,,Bank Withdrawal,20.45,900.9,0.0,3330.32,Stayed,,
5315-CKEQK,Yes,Yes,DSL,Bank Withdrawal,51.0,1381.8,0.0,1593.68,Stayed,,
7503-EPSZW,Yes,Yes,,Mailed Check,24.05,1559.15,0.0,2706.67,Stayed,,
9921-ZVRHG,Yes,Yes,Fiber Optic,Bank Withdrawal,80.45,1072.0,0.0,1088.66,Churned,Competitor,Competitor had better devices
3247-ZVOUO,Yes,Yes,Fiber Optic,Bank Withdrawal,85.55,851.75,0.0,911.85,Churned,Attitude,Attitude of support person
3243-ZHOHY,Yes,No,,Credit Card,20.1,296.15,0.0,626.55,Stayed,,
1304-SEGFY,Yes,Yes,Fiber Optic,Bank Withdrawal,97.85,6841.3,0.0,7025.62,Stayed,,
6583-SZVGP,Yes,Yes,Fiber Optic,Bank Withdrawal,108.1,5067.45,0.0,5543.13,Stayed,,
5119-NZPTV,Yes,No,Fiber Optic,Bank Withdrawal,70.1,141.65,0.0,211.63,Joined,,
0030-FNXPP,Yes,No,,Credit Card,19.85,57.2,0.0,66.56,Joined,,
8215-NGSPE,Yes,No,,Credit Card,20.0,833.55,0.0,965.43,Stayed,,
8757-TFHHJ,Yes,No,Cable,Credit Card,49.8,49.8,0.0,88.01,Joined,,
